,Regione,Tipo Ateneo,Sesso,Corso di laurea,Anno,Value
57766,Sardegna,pubblica,femmine,insegnamento,2013,32
57767,Sardegna,pubblica,femmine,insegnamento,2014,35
57768,Sardegna,pubblica,femmine,insegnamento,2015,34
57769,Sardegna,pubblica,femmine,insegnamento,2016,34
57770,Sardegna,pubblica,femmine,insegnamento,2017,42
57771,Sardegna,pubblica,femmine,insegnamento,2008,235
57772,Sardegna,pubblica,femmine,insegnamento,2009,139
57773,Sardegna,pubblica,femmine,insegnamento,2010,154
57774,Sardegna,pubblica,femmine,insegnamento,2011,182
57775,Sardegna,pubblica,femmine,insegnamento,2012,215
57776,Sardegna,pubblica,femmine,insegnamento,2013,201
57777,Sardegna,pubblica,femmine,insegnamento,2014,158
57778,Sardegna,pubblica,femmine,insegnamento,2015,220
57779,Sardegna,pubblica,femmine,insegnamento,2016,246
57780,Sardegna,pubblica,femmine,insegnamento,2017,281
58293,Piemonte,pubblica,maschi,psicologico,2008,78
58294,Piemonte,pubblica,maschi,psicologico,2009,102
58295,Piemonte,pubblica,maschi,psicologico,2010,82
58296,Piemonte,pubblica,maschi,psicologico,2011,67
58297,Piemonte,pubblica,maschi,psicologico,2012,77
58298,Piemonte,pubblica,maschi,psicologico,2013,75
58299,Piemonte,pubblica,maschi,psicologico,2014,89
58300,Piemonte,pubblica,maschi,psicologico,2015,70
58301,Piemonte,pubblica,maschi,psicologico,2016,79
58302,Piemonte,pubblica,maschi,psicologico,2017,70
58303,Piemonte,pubblica,maschi,psicologico,2008,78
58304,Piemonte,pubblica,maschi,psicologico,2009,102
58305,Piemonte,pubblica,maschi,psicologico,2010,82
58306,Piemonte,pubblica,maschi,psicologico,2011,67
58307,Piemonte,pubblica,maschi,psicologico,2012,77
58308,Piemonte,pubblica,maschi,psicologico,2013,75
58309,Piemonte,pubblica,maschi,psicologico,2014,89
58310,Piemonte,pubblica,maschi,psicologico,2015,70
58311,Piemonte,pubblica,maschi,psicologico,2016,79
58312,Piemonte,pubblica,maschi,psicologico,2017,70
58313,Piemonte,pubblica,femmine,psicologico,2008,411
58314,Piemonte,pubblica,femmine,psicologico,2009,398
58315,Piemonte,pubblica,femmine,psicologico,2010,353
58316,Piemonte,pubblica,femmine,psicologico,2011,245
58317,Piemonte,pubblica,femmine,psicologico,2012,209
58318,Piemonte,pubblica,femmine,psicologico,2013,237
58319,Piemonte,pubblica,femmine,psicologico,2014,212
58320,Piemonte,pubblica,femmine,psicologico,2015,242
58321,Piemonte,pubblica,femmine,psicologico,2016,237
58322,Piemonte,pubblica,femmine,psicologico,2017,233
58323,Piemonte,pubblica,femmine,psicologico,2008,411
58324,Piemonte,pubblica,femmine,psicologico,2009,398
58325,Piemonte,pubblica,femmine,psicologico,2010,353
58326,Piemonte,pubblica,femmine,psicologico,2011,245
58327,Piemonte,pubblica,femmine,psicologico,2012,209
58328,Piemonte,pubblica,femmine,psicologico,2013,237
58329,Piemonte,pubblica,femmine,psicologico,2014,212
58330,Piemonte,pubblica,femmine,psicologico,2015,242
58331,Piemonte,pubblica,femmine,psicologico,2016,237
58332,Piemonte,pubblica,femmine,psicologico,2017,233
58413,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2008,7
58414,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2009,6
58415,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2010,5
58416,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2011,6
58417,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2012,2
58418,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2013,0
58419,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2014,0
58420,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2015,0
58421,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2016,0
58422,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2017,0
58423,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2008,7
58424,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2009,6
58425,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2010,5
58426,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2011,6
58427,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2012,2
58428,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2013,0
58429,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2014,0
58430,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2015,0
58431,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2016,0
58432,Valle d'Aosta / Vallée d'Aoste,privata,maschi,psicologico,2017,0
58433,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2008,40
58434,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2009,49
58435,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2010,20
58436,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2011,20
58437,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2012,28
58438,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2013,0
58439,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2014,0
58440,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2015,0
58441,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2016,0
58442,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2017,0
58443,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2008,40
58444,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2009,49
58445,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2010,20
58446,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2011,20
58447,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2012,28
58448,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2013,0
58449,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2014,0
58450,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2015,0
58451,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2016,0
58452,Valle d'Aosta / Vallée d'Aoste,privata,femmine,psicologico,2017,0
58533,Liguria,pubblica,maschi,psicologico,2008,23
58534,Liguria,pubblica,maschi,psicologico,2009,23
58535,Liguria,pubblica,maschi,psicologico,2010,19
58536,Liguria,pubblica,maschi,psicologico,2011,19
58537,Liguria,pubblica,maschi,psicologico,2012,23
58538,Liguria,pubblica,maschi,psicologico,2013,24
58539,Liguria,pubblica,maschi,psicologico,2014,27
58540,Liguria,pubblica,maschi,psicologico,2015,26
58541,Liguria,pubblica,maschi,psicologico,2016,33
58542,Liguria,pubblica,maschi,psicologico,2017,45
58543,Liguria,pubblica,maschi,psicologico,2008,23
58544,Liguria,pubblica,maschi,psicologico,2009,23
58545,Liguria,pubblica,maschi,psicologico,2010,19
58546,Liguria,pubblica,maschi,psicologico,2011,19
58547,Liguria,pubblica,maschi,psicologico,2012,23
58548,Liguria,pubblica,maschi,psicologico,2013,24
58549,Liguria,pubblica,maschi,psicologico,2014,27
58550,Liguria,pubblica,maschi,psicologico,2015,26
58551,Liguria,pubblica,maschi,psicologico,2016,33
58552,Liguria,pubblica,maschi,psicologico,2017,45
58553,Liguria,pubblica,femmine,psicologico,2008,74
58554,Liguria,pubblica,femmine,psicologico,2009,66
58555,Liguria,pubblica,femmine,psicologico,2010,89
58556,Liguria,pubblica,femmine,psicologico,2011,77
58557,Liguria,pubblica,femmine,psicologico,2012,87
58558,Liguria,pubblica,femmine,psicologico,2013,81
58559,Liguria,pubblica,femmine,psicologico,2014,90
58560,Liguria,pubblica,femmine,psicologico,2015,95
58561,Liguria,pubblica,femmine,psicologico,2016,88
58562,Liguria,pubblica,femmine,psicologico,2017,80
58563,Liguria,pubblica,femmine,psicologico,2008,74
58564,Liguria,pubblica,femmine,psicologico,2009,66
58565,Liguria,pubblica,femmine,psicologico,2010,89
58566,Liguria,pubblica,femmine,psicologico,2011,77
58567,Liguria,pubblica,femmine,psicologico,2012,87
58568,Liguria,pubblica,femmine,psicologico,2013,81
58569,Liguria,pubblica,femmine,psicologico,2014,90
58570,Liguria,pubblica,femmine,psicologico,2015,95
58571,Liguria,pubblica,femmine,psicologico,2016,88
58572,Liguria,pubblica,femmine,psicologico,2017,80
58653,Lombardia,pubblica,maschi,psicologico,2008,165
58654,Lombardia,pubblica,maschi,psicologico,2009,170
58655,Lombardia,pubblica,maschi,psicologico,2010,160
58656,Lombardia,pubblica,maschi,psicologico,2011,168
58657,Lombardia,pubblica,maschi,psicologico,2012,119
58658,Lombardia,pubblica,maschi,psicologico,2013,131
58659,Lombardia,pubblica,maschi,psicologico,2014,160
58660,Lombardia,pubblica,maschi,psicologico,2015,132
58661,Lombardia,pubblica,maschi,psicologico,2016,169
58662,Lombardia,pubblica,maschi,psicologico,2017,152
58663,Lombardia,pubblica,maschi,psicologico,2008,165
58664,Lombardia,pubblica,maschi,psicologico,2009,170
58665,Lombardia,pubblica,maschi,psicologico,2010,160
58666,Lombardia,pubblica,maschi,psicologico,2011,168
58667,Lombardia,pubblica,maschi,psicologico,2012,119
58668,Lombardia,pubblica,maschi,psicologico,2013,131
58669,Lombardia,pubblica,maschi,psicologico,2014,160
58670,Lombardia,pubblica,maschi,psicologico,2015,132
58671,Lombardia,pubblica,maschi,psicologico,2016,169
58672,Lombardia,pubblica,maschi,psicologico,2017,152
58673,Lombardia,pubblica,femmine,psicologico,2008,615
58674,Lombardia,pubblica,femmine,psicologico,2009,590
58675,Lombardia,pubblica,femmine,psicologico,2010,616
58676,Lombardia,pubblica,femmine,psicologico,2011,652
58677,Lombardia,pubblica,femmine,psicologico,2012,483
58678,Lombardia,pubblica,femmine,psicologico,2013,497
58679,Lombardia,pubblica,femmine,psicologico,2014,527
58680,Lombardia,pubblica,femmine,psicologico,2015,543
58681,Lombardia,pubblica,femmine,psicologico,2016,542
58682,Lombardia,pubblica,femmine,psicologico,2017,544
58683,Lombardia,pubblica,femmine,psicologico,2008,615
58684,Lombardia,pubblica,femmine,psicologico,2009,590
58685,Lombardia,pubblica,femmine,psicologico,2010,616
58686,Lombardia,pubblica,femmine,psicologico,2011,652
58687,Lombardia,pubblica,femmine,psicologico,2012,483
58688,Lombardia,pubblica,femmine,psicologico,2013,497
58689,Lombardia,pubblica,femmine,psicologico,2014,527
58690,Lombardia,pubblica,femmine,psicologico,2015,543
58691,Lombardia,pubblica,femmine,psicologico,2016,542
58692,Lombardia,pubblica,femmine,psicologico,2017,544
58713,Lombardia,privata,maschi,psicologico,2008,69
58714,Lombardia,privata,maschi,psicologico,2009,136
58715,Lombardia,privata,maschi,psicologico,2010,122
58716,Lombardia,privata,maschi,psicologico,2011,138
58717,Lombardia,privata,maschi,psicologico,2012,153
58718,Lombardia,privata,maschi,psicologico,2013,102
58719,Lombardia,privata,maschi,psicologico,2014,101
58720,Lombardia,privata,maschi,psicologico,2015,126
58721,Lombardia,privata,maschi,psicologico,2016,108
58722,Lombardia,privata,maschi,psicologico,2017,123
58723,Lombardia,privata,maschi,psicologico,2008,69
58724,Lombardia,privata,maschi,psicologico,2009,136
58725,Lombardia,privata,maschi,psicologico,2010,122
58726,Lombardia,privata,maschi,psicologico,2011,138
58727,Lombardia,privata,maschi,psicologico,2012,153
58728,Lombardia,privata,maschi,psicologico,2013,102
58729,Lombardia,privata,maschi,psicologico,2014,101
58730,Lombardia,privata,maschi,psicologico,2015,126
58731,Lombardia,privata,maschi,psicologico,2016,108
58732,Lombardia,privata,maschi,psicologico,2017,123
58733,Lombardia,privata,femmine,psicologico,2008,396
58734,Lombardia,privata,femmine,psicologico,2009,510
58735,Lombardia,privata,femmine,psicologico,2010,603
58736,Lombardia,privata,femmine,psicologico,2011,595
58737,Lombardia,privata,femmine,psicologico,2012,583
58738,Lombardia,privata,femmine,psicologico,2013,462
58739,Lombardia,privata,femmine,psicologico,2014,464
58740,Lombardia,privata,femmine,psicologico,2015,506
58741,Lombardia,privata,femmine,psicologico,2016,489
58742,Lombardia,privata,femmine,psicologico,2017,510
58743,Lombardia,privata,femmine,psicologico,2008,396
58744,Lombardia,privata,femmine,psicologico,2009,510
58745,Lombardia,privata,femmine,psicologico,2010,603
58746,Lombardia,privata,femmine,psicologico,2011,595
58747,Lombardia,privata,femmine,psicologico,2012,583
58748,Lombardia,privata,femmine,psicologico,2013,462
58749,Lombardia,privata,femmine,psicologico,2014,464
58750,Lombardia,privata,femmine,psicologico,2015,506
58751,Lombardia,privata,femmine,psicologico,2016,489
58752,Lombardia,privata,femmine,psicologico,2017,510
58953,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2008,13
58954,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2009,12
58955,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2010,25
58956,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2011,41
58957,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2012,34
58958,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2013,24
58959,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2014,46
58960,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2015,29
58961,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2016,35
58962,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2017,37
58963,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2008,13
58964,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2009,12
58965,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2010,25
58966,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2011,41
58967,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2012,34
58968,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2013,24
58969,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2014,46
58970,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2015,29
58971,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2016,35
58972,Trentino Alto Adige / Südtirol,pubblica,maschi,psicologico,2017,37
58973,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2008,67
58974,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2009,65
58975,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2010,104
58976,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2011,180
58977,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2012,131
58978,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2013,142
58979,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2014,119
58980,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2015,108
58981,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2016,117
58982,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2017,124
58983,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2008,67
58984,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2009,65
58985,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2010,104
58986,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2011,180
58987,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2012,131
58988,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2013,142
58989,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2014,119
58990,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2015,108
58991,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2016,117
58992,Trentino Alto Adige / Südtirol,pubblica,femmine,psicologico,2017,124
59073,Provincia Autonoma Trento,pubblica,maschi,psicologico,2008,13
59074,Provincia Autonoma Trento,pubblica,maschi,psicologico,2009,12
59075,Provincia Autonoma Trento,pubblica,maschi,psicologico,2010,25
59076,Provincia Autonoma Trento,pubblica,maschi,psicologico,2011,41
59077,Provincia Autonoma Trento,pubblica,maschi,psicologico,2012,34
59078,Provincia Autonoma Trento,pubblica,maschi,psicologico,2013,24
59079,Provincia Autonoma Trento,pubblica,maschi,psicologico,2014,46
59080,Provincia Autonoma Trento,pubblica,maschi,psicologico,2015,29
59081,Provincia Autonoma Trento,pubblica,maschi,psicologico,2016,35
59082,Provincia Autonoma Trento,pubblica,maschi,psicologico,2017,37
59083,Provincia Autonoma Trento,pubblica,maschi,psicologico,2008,13
59084,Provincia Autonoma Trento,pubblica,maschi,psicologico,2009,12
59085,Provincia Autonoma Trento,pubblica,maschi,psicologico,2010,25
59086,Provincia Autonoma Trento,pubblica,maschi,psicologico,2011,41
59087,Provincia Autonoma Trento,pubblica,maschi,psicologico,2012,34
59088,Provincia Autonoma Trento,pubblica,maschi,psicologico,2013,24
59089,Provincia Autonoma Trento,pubblica,maschi,psicologico,2014,46
59090,Provincia Autonoma Trento,pubblica,maschi,psicologico,2015,29
59091,Provincia Autonoma Trento,pubblica,maschi,psicologico,2016,35
59092,Provincia Autonoma Trento,pubblica,maschi,psicologico,2017,37
59093,Provincia Autonoma Trento,pubblica,femmine,psicologico,2008,67
59094,Provincia Autonoma Trento,pubblica,femmine,psicologico,2009,65
59095,Provincia Autonoma Trento,pubblica,femmine,psicologico,2010,104
59096,Provincia Autonoma Trento,pubblica,femmine,psicologico,2011,180
59097,Provincia Autonoma Trento,pubblica,femmine,psicologico,2012,131
59098,Provincia Autonoma Trento,pubblica,femmine,psicologico,2013,142
59099,Provincia Autonoma Trento,pubblica,femmine,psicologico,2014,119
59100,Provincia Autonoma Trento,pubblica,femmine,psicologico,2015,108
59101,Provincia Autonoma Trento,pubblica,femmine,psicologico,2016,117
59102,Provincia Autonoma Trento,pubblica,femmine,psicologico,2017,124
59103,Provincia Autonoma Trento,pubblica,femmine,psicologico,2008,67
59104,Provincia Autonoma Trento,pubblica,femmine,psicologico,2009,65
59105,Provincia Autonoma Trento,pubblica,femmine,psicologico,2010,104
59106,Provincia Autonoma Trento,pubblica,femmine,psicologico,2011,180
59107,Provincia Autonoma Trento,pubblica,femmine,psicologico,2012,131
59108,Provincia Autonoma Trento,pubblica,femmine,psicologico,2013,142
59109,Provincia Autonoma Trento,pubblica,femmine,psicologico,2014,119
59110,Provincia Autonoma Trento,pubblica,femmine,psicologico,2015,108
59111,Provincia Autonoma Trento,pubblica,femmine,psicologico,2016,117
59112,Provincia Autonoma Trento,pubblica,femmine,psicologico,2017,124
59193,Veneto,pubblica,maschi,psicologico,2008,164
59194,Veneto,pubblica,maschi,psicologico,2009,144
59195,Veneto,pubblica,maschi,psicologico,2010,173
59196,Veneto,pubblica,maschi,psicologico,2011,171
59197,Veneto,pubblica,maschi,psicologico,2012,148
59198,Veneto,pubblica,maschi,psicologico,2013,155
59199,Veneto,pubblica,maschi,psicologico,2014,144
59200,Veneto,pubblica,maschi,psicologico,2015,154
59201,Veneto,pubblica,maschi,psicologico,2016,184
59202,Veneto,pubblica,maschi,psicologico,2017,168
59203,Veneto,pubblica,maschi,psicologico,2008,164
59204,Veneto,pubblica,maschi,psicologico,2009,144
59205,Veneto,pubblica,maschi,psicologico,2010,173
59206,Veneto,pubblica,maschi,psicologico,2011,171
59207,Veneto,pubblica,maschi,psicologico,2012,148
59208,Veneto,pubblica,maschi,psicologico,2013,155
59209,Veneto,pubblica,maschi,psicologico,2014,144
59210,Veneto,pubblica,maschi,psicologico,2015,154
59211,Veneto,pubblica,maschi,psicologico,2016,184
59212,Veneto,pubblica,maschi,psicologico,2017,168
59213,Veneto,pubblica,femmine,psicologico,2008,663
59214,Veneto,pubblica,femmine,psicologico,2009,599
59215,Veneto,pubblica,femmine,psicologico,2010,649
59216,Veneto,pubblica,femmine,psicologico,2011,588
59217,Veneto,pubblica,femmine,psicologico,2012,599
59218,Veneto,pubblica,femmine,psicologico,2013,530
59219,Veneto,pubblica,femmine,psicologico,2014,542
59220,Veneto,pubblica,femmine,psicologico,2015,533
59221,Veneto,pubblica,femmine,psicologico,2016,603
59222,Veneto,pubblica,femmine,psicologico,2017,585
59223,Veneto,pubblica,femmine,psicologico,2008,663
59224,Veneto,pubblica,femmine,psicologico,2009,599
59225,Veneto,pubblica,femmine,psicologico,2010,649
59226,Veneto,pubblica,femmine,psicologico,2011,588
59227,Veneto,pubblica,femmine,psicologico,2012,599
59228,Veneto,pubblica,femmine,psicologico,2013,530
59229,Veneto,pubblica,femmine,psicologico,2014,542
59230,Veneto,pubblica,femmine,psicologico,2015,533
59231,Veneto,pubblica,femmine,psicologico,2016,603
59232,Veneto,pubblica,femmine,psicologico,2017,585
59313,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2008,31
59314,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2009,31
59315,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2010,37
59316,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2011,22
59317,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2012,19
59318,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2013,29
59319,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2014,27
59320,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2015,23
59321,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2016,23
59322,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2017,24
59323,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2008,31
59324,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2009,31
59325,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2010,37
59326,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2011,22
59327,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2012,19
59328,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2013,29
59329,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2014,27
59330,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2015,23
59331,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2016,23
59332,Friuli-Venezia Giulia,pubblica,maschi,psicologico,2017,24
59333,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2008,107
59334,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2009,105
59335,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2010,83
59336,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2011,73
59337,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2012,88
59338,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2013,80
59339,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2014,70
59340,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2015,79
59341,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2016,83
59342,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2017,74
59343,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2008,107
59344,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2009,105
59345,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2010,83
59346,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2011,73
59347,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2012,88
59348,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2013,80
59349,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2014,70
59350,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2015,79
59351,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2016,83
59352,Friuli-Venezia Giulia,pubblica,femmine,psicologico,2017,74
59433,Emilia-Romagna,pubblica,maschi,psicologico,2008,66
59434,Emilia-Romagna,pubblica,maschi,psicologico,2009,147
59435,Emilia-Romagna,pubblica,maschi,psicologico,2010,101
59436,Emilia-Romagna,pubblica,maschi,psicologico,2011,98
59437,Emilia-Romagna,pubblica,maschi,psicologico,2012,125
59438,Emilia-Romagna,pubblica,maschi,psicologico,2013,105
59439,Emilia-Romagna,pubblica,maschi,psicologico,2014,55
59440,Emilia-Romagna,pubblica,maschi,psicologico,2015,60
59441,Emilia-Romagna,pubblica,maschi,psicologico,2016,108
59442,Emilia-Romagna,pubblica,maschi,psicologico,2017,75
59443,Emilia-Romagna,pubblica,maschi,psicologico,2008,66
59444,Emilia-Romagna,pubblica,maschi,psicologico,2009,147
59445,Emilia-Romagna,pubblica,maschi,psicologico,2010,101
59446,Emilia-Romagna,pubblica,maschi,psicologico,2011,98
59447,Emilia-Romagna,pubblica,maschi,psicologico,2012,125
59448,Emilia-Romagna,pubblica,maschi,psicologico,2013,105
59449,Emilia-Romagna,pubblica,maschi,psicologico,2014,55
59450,Emilia-Romagna,pubblica,maschi,psicologico,2015,60
59451,Emilia-Romagna,pubblica,maschi,psicologico,2016,108
59452,Emilia-Romagna,pubblica,maschi,psicologico,2017,75
59453,Emilia-Romagna,pubblica,femmine,psicologico,2008,358
59454,Emilia-Romagna,pubblica,femmine,psicologico,2009,685
59455,Emilia-Romagna,pubblica,femmine,psicologico,2010,320
59456,Emilia-Romagna,pubblica,femmine,psicologico,2011,313
59457,Emilia-Romagna,pubblica,femmine,psicologico,2012,308
59458,Emilia-Romagna,pubblica,femmine,psicologico,2013,302
59459,Emilia-Romagna,pubblica,femmine,psicologico,2014,142
59460,Emilia-Romagna,pubblica,femmine,psicologico,2015,144
59461,Emilia-Romagna,pubblica,femmine,psicologico,2016,285
59462,Emilia-Romagna,pubblica,femmine,psicologico,2017,330
59463,Emilia-Romagna,pubblica,femmine,psicologico,2008,358
59464,Emilia-Romagna,pubblica,femmine,psicologico,2009,685
59465,Emilia-Romagna,pubblica,femmine,psicologico,2010,320
59466,Emilia-Romagna,pubblica,femmine,psicologico,2011,313
59467,Emilia-Romagna,pubblica,femmine,psicologico,2012,308
59468,Emilia-Romagna,pubblica,femmine,psicologico,2013,302
59469,Emilia-Romagna,pubblica,femmine,psicologico,2014,142
59470,Emilia-Romagna,pubblica,femmine,psicologico,2015,144
59471,Emilia-Romagna,pubblica,femmine,psicologico,2016,285
59472,Emilia-Romagna,pubblica,femmine,psicologico,2017,330
59769,Toscana,pubblica,maschi,psicologico,2008,60
59770,Toscana,pubblica,maschi,psicologico,2009,68
59771,Toscana,pubblica,maschi,psicologico,2010,74
59772,Toscana,pubblica,maschi,psicologico,2011,67
59773,Toscana,pubblica,maschi,psicologico,2012,68
59774,Toscana,pubblica,maschi,psicologico,2013,77
59775,Toscana,pubblica,maschi,psicologico,2014,114
59776,Toscana,pubblica,maschi,psicologico,2015,131
59777,Toscana,pubblica,maschi,psicologico,2016,113
59778,Toscana,pubblica,maschi,psicologico,2017,116
59779,Toscana,pubblica,maschi,psicologico,2008,60
59780,Toscana,pubblica,maschi,psicologico,2009,68
59781,Toscana,pubblica,maschi,psicologico,2010,74
59782,Toscana,pubblica,maschi,psicologico,2011,67
59783,Toscana,pubblica,maschi,psicologico,2012,68
59784,Toscana,pubblica,maschi,psicologico,2013,77
59785,Toscana,pubblica,maschi,psicologico,2014,114
59786,Toscana,pubblica,maschi,psicologico,2015,131
59787,Toscana,pubblica,maschi,psicologico,2016,113
59788,Toscana,pubblica,maschi,psicologico,2017,116
59789,Toscana,pubblica,femmine,psicologico,2008,262
59790,Toscana,pubblica,femmine,psicologico,2009,290
59791,Toscana,pubblica,femmine,psicologico,2010,283
59792,Toscana,pubblica,femmine,psicologico,2011,327
59793,Toscana,pubblica,femmine,psicologico,2012,289
59794,Toscana,pubblica,femmine,psicologico,2013,284
59795,Toscana,pubblica,femmine,psicologico,2014,314
59796,Toscana,pubblica,femmine,psicologico,2015,308
